REGION,PROV_CODE,PROV_NAME,DIST_CODE,DIST_NAME,INC_DATE,INC_TYPE,Persons_killed,Persons_injured,Families_affected,Individuals_affected,Houses_damaged,Houses_destroyed
#adm1 +name +en,#adm2 +code,#adm2 +name +en,#adm3 +code,#adm3 +name +en,#cause +date,#cause +type,#affected +killed +num,#affected +injured +num,#affected +families +num,#affected +individuals +num,#damaged+houses+num,#destroyed+houses+num
Southern,34,Nimroz,3403,Charburjak,16-04-2024,Flood / flash flood,0,0,5,29,5,0
Southern,34,Nimroz,3401,Zaranj,16-04-2024,Flood / flash flood,0,0,1,5,1,0
Southern,34,Nimroz,3404,Chakhansur,16-04-2024,Flood / flash flood,0,0,1,5,1,0
South Eastern,12,Paktya,1201,Gardez,16-04-2024,Flood / flash flood,0,0,8,54,0,8
South Eastern,12,Paktya,1201,Gardez,16-04-2024,Flood / flash flood,0,0,5,35,0,5
South Eastern,12,Paktya,1207,Lija Ahmad Khel,16-04-2024,Flood / flash flood,0,0,4,28,0,4
South Eastern,12,Paktya,1210,Chamkani,16-04-2024,Flood / flash flood,0,0,4,28,0,4
Western,21,Ghor,2109,Tolak,17-04-2024,Flood / flash flood,0,1,8,40,0,0
Southern,34,Nimroz,3404,Chakhansur,18-04-2024,Flood / flash flood,0,0,9,62,6,3
Western,21,Ghor,2102,Charsadra,18-04-2024,Flood / flash flood,0,0,45,430,0,0
Eastern,6,Nangarhar,618,Shinwar,18-04-2024,Flood / flash flood,2,10,82,677,60,21
Eastern,6,Nangarhar,611,Sherzad,18-04-2024,Flood / flash flood,1,4,10,74,5,5
Eastern,6,Nangarhar,609,Dara-e-Nur,18-04-2024,Flood / flash flood,0,0,15,142,13,2
Eastern,6,Nangarhar,619,Muhmand Dara,18-04-2024,Flood / flash flood,1,4,60,440,24,6
Eastern,6,Nangarhar,614,Kot,18-04-2024,Flood / flash flood,0,0,7,63,7,0
Eastern,6,Nangarhar,621,Nazyan,18-04-2024,Flood / flash flood,0,0,40,268,39,1
Eastern,6,Nangarhar,615,Batikot,18-04-2024,Flood / flash flood,0,0,108,616,83,25
Eastern,6,Nangarhar,622,Durbaba,18-04-2024,Flood / flash flood,0,4,36,274,16,10
Eastern,6,Nangarhar,601,Jalalabad,18-04-2024,Flood / flash flood,0,0,43,262,12,5
Eastern,6,Nangarhar,607,Kama,18-04-2024,Flood / flash flood,0,0,1,9,1,0
Eastern,6,Nangarhar,604,Khogyani,18-04-2024,Flood / flash flood,1,1,3,21,0,3
Eastern,6,Nangarhar,604,Khogyani,18-04-2024,Flood / flash flood,1,1,9,66,2,7
Northern,18,Balkh,1815,Keshendeh,18-04-2024,Flood / flash flood,0,0,222,1554,222,0
Western,29,Badghis,2904,Qadis,18-04-2024,Flood / flash flood,0,0,11,30,0,0
Western,29,Badghis,2901,Qala-e-Naw,18-04-2024,Flood / flash flood,0,0,9,18,1,1
Eastern,6,Nangarhar,605,Chaparhar,18-04-2024,Flood / flash flood,0,0,5,39,2,3
Southern,24,Zabul,2408,Daychopan,19-04-2024,Flood / flash flood,4,0,25,200,18,0
Southern,24,Zabul,2407,Kakar,19-04-2024,Flood / flash flood,0,0,24,171,18,0
Southern,24,Zabul,2401,Qalat,19-04-2024,Flood / flash flood,2,1,28,197,17,0
Eastern,13,Kunar,1302,Watapur,19-04-2024,Flood / flash flood,0,0,37,332,0,13
Eastern,13,Kunar,1313,Chapadara,19-04-2024,Flood / flash flood,0,0,9,83,0,2
Eastern,13,Kunar,1307,Dara-e-Pech,19-04-2024,Flood / flash flood,0,4,72,461,0,12
Western,21,Ghor,2101,Chaghcharan,19-04-2024,Flood / flash flood,0,1,43,398,5,3
Eastern,13,Kunar,1303,Narang,19-04-2024,Flood / flash flood,0,2,18,162,0,8
Eastern,13,Kunar,1314,Nurgal,19-04-2024,Flood / flash flood,1,4,28,189,0,10
Southern,24,Zabul,2403,Mizan,19-04-2024,Flood / flash flood,6,0,5,39,0,0
Western,21,Ghor,2110,Saghar,20-04-2024,Flood / flash flood,0,0,4,18,0,0
North Eastern,17,Kunduz,1701,Kunduz,20-04-2024,Flood / flash flood,0,0,2,14,2,0
North Eastern,9,Baghlan,906,Tala Wa Barfak,20-04-2024,Flood / flash flood,0,0,21,147,7,14
North Eastern,9,Baghlan,910,Burka,20-04-2024,Flood / flash flood,2,3,2,14,2,0
North Eastern,9,Baghlan,910,Burka,20-04-2024,Flood / flash flood,0,0,2,14,2,0
Eastern,14,Nuristan,1406,Waygal,20-04-2024,Flood / flash flood,0,0,16,130,0,16
Northern,20,Sar-e-Pul,2003,Kohestanat,20-04-2024,Flood / flash flood,5,0,22,154,22,0
North Eastern,15,Badakhshan,1501,Fayzabad,21-04-2024,Flood / flash flood,0,0,9,63,4,5
North Eastern,15,Badakhshan,1502,Yaftal-e-Sufla,21-04-2024,Flood / flash flood,1,0,20,140,16,4
North Eastern,16,Takhar,1615,Eshkmesh,21-04-2024,Flood / flash flood,0,0,2,14,2,0
North Eastern,15,Badakhshan,1503,Argo,21-04-2024,Flood / flash flood,0,0,7,49,7,0
Western,21,Ghor,2105,Shahrak,21-04-2024,Flood / flash flood,3,1,12,63,3,1
North Eastern,15,Badakhshan,1522,Warduj,21-04-2024,Flood / flash flood,0,0,4,28,2,2
North Eastern,9,Baghlan,904,Doshi,22-04-2024,Flood / flash flood,2,3,3,21,3,0
Southern,32,Hilmand,3212,Reg,22-04-2024,Flood / flash flood,0,0,5,41,4,1
South Eastern,11,Ghazni,1115,Abband,22-04-2024,Flood / flash flood,0,0,1,7,1,0
Southern,32,Hilmand,3212,Reg,22-04-2024,Flood / flash flood,0,0,53,371,6,47
South Eastern,11,Ghazni,1118,Gelan,22-04-2024,Flood / flash flood,1,0,1,7,1,0
South Eastern,11,Ghazni,1110,Qarabagh,22-04-2024,Flood / flash flood,0,0,2,14,1,1
South Eastern,11,Ghazni,1101,Ghazni,22-04-2024,Flood / flash flood,0,2,20,140,18,2
South Eastern,11,Ghazni,1113,Jaghuri,22-04-2024,Flood / flash flood,2,0,5,35,5,0
South Eastern,11,Ghazni,1105,Andar,22-04-2024,Flood / flash flood,2,0,8,54,7,1
South Eastern,11,Ghazni,1106,Dehyak,22-04-2024,Flood / flash flood,0,0,3,21,3,0
South Eastern,11,Ghazni,1107,Zanakhan,22-04-2024,Flood / flash flood,0,0,3,21,3,0
Northern,19,Samangan,1906,Khuram Wa Sarbagh,25-04-2024,Flood / flash flood,0,0,31,217,15,16
Northern,19,Samangan,1907,Ruy-e-Duab,25-04-2024,Flood / flash flood,0,0,10,70,9,1
Northern,19,Samangan,1902,Hazrat-e- Sultan,25-04-2024,Flood / flash flood,0,0,3,21,3,0
Northern,18,Balkh,1809,Khulm,25-04-2024,Flood / flash flood,0,0,4,28,3,1
Northern,19,Samangan,1901,Aybak,25-04-2024,Flood / flash flood,0,0,16,112,14,2
Eastern,13,Kunar,1303,Narang,26-04-2024,Landslide / mudflow,0,0,15,95,0,0
Eastern,13,Kunar,1304,Sarkani,26-04-2024,Landslide / mudflow,0,0,23,208,0,0
Eastern,13,Kunar,1302,Watapur,26-04-2024,Landslide / mudflow,0,0,10,49,0,0
North Eastern,15,Badakhshan,1509,Teshkan,26-04-2024,Flood / flash flood,0,0,31,217,27,4
Eastern,6,Nangarhar,611,Sherzad,27-04-2024,Flood / flash flood,0,0,10,90,1,9
Southern,33,Kandahar,3307,Khakrez,27-04-2024,Flood / flash flood,0,0,23,141,15,8
Eastern,6,Nangarhar,614,Kot,27-04-2024,Flood / flash flood,0,0,26,241,26,0
Southern,33,Kandahar,3308,Maywand,27-04-2024,Flood / flash flood,1,0,1,7,1,0
Southern,33,Kandahar,3314,Nesh,27-04-2024,Flood / flash flood,0,0,17,121,13,4
Southern,33,Kandahar,3304,Panjwayi,27-04-2024,Flood / flash flood,0,0,2,18,2,0
Southern,33,Kandahar,3305,Daman,27-04-2024,Flood / flash flood,0,0,3,23,3,0
Southern,33,Kandahar,3303,Zheray,27-04-2024,Flood / flash flood,0,0,3,21,3,0
Eastern,6,Nangarhar,608,Kuzkunar,27-04-2024,Flood / flash flood,0,0,32,286,14,4
Eastern,6,Nangarhar,620,Lalpur,27-04-2024,Flood / flash flood,0,0,72,604,62,10
Eastern,6,Nangarhar,619,Muhmand Dara,27-04-2024,Flood / flash flood,1,6,98,717,20,37
Eastern,6,Nangarhar,612,Pachieragam,27-04-2024,Flood / flash flood,0,2,11,103,0,11
Eastern,6,Nangarhar,603,Surkhrod,27-04-2024,Flood / flash flood,0,13,54,397,6,35
Eastern,6,Nangarhar,618,Shinwar,27-04-2024,Flood / flash flood,0,1,65,485,35,20
Eastern,6,Nangarhar,606,Rodat,27-04-2024,Flood / flash flood,0,0,58,384,37,3
Southern,33,Kandahar,3302,Arghandab,27-04-2024,Flood / flash flood,0,0,2,16,2,0
North Eastern,9,Baghlan,905,Nahrin,27-04-2024,Flood / flash flood,0,0,1,7,1,0
Eastern,6,Nangarhar,604,Khogyani,27-04-2024,Flood / flash flood,0,0,11,92,0,11
North Eastern,17,Kunduz,1706,Khanabad,27-04-2024,Flood / flash flood,0,0,7,49,7,0
North Eastern,16,Takhar,1601,Taloqan,27-04-2024,Flood / flash flood,0,0,39,273,25,14
Southern,33,Kandahar,3301,Kandahar,27-04-2024,Flood / flash flood,0,0,57,391,52,5
North Eastern,9,Baghlan,901,Pul-e-Khumri,27-04-2024,Flood / flash flood,0,0,9,63,8,1
Eastern,6,Nangarhar,617,Achin,27-04-2024,Flood / flash flood,0,0,116,904,107,7
Eastern,6,Nangarhar,615,Batikot,27-04-2024,Flood / flash flood,0,0,73,552,66,7
Eastern,6,Nangarhar,609,Dara-e-Nur,27-04-2024,Flood / flash flood,0,0,90,709,50,16
Eastern,6,Nangarhar,613,Dehbala,27-04-2024,Flood / flash flood,0,0,19,69,0,19
Eastern,6,Nangarhar,622,Durbaba,27-04-2024,Flood / flash flood,0,0,24,176,11,6
Eastern,6,Nangarhar,616,Goshta,27-04-2024,Flood / flash flood,0,0,51,342,17,14
Eastern,6,Nangarhar,601,Jalalabad,27-04-2024,Flood / flash flood,0,0,434,3804,205,145
Eastern,6,Nangarhar,607,Kama,27-04-2024,Flood / flash flood,0,0,34,218,13,8
Eastern,6,Nangarhar,605,Chaparhar,27-04-2024,Flood / flash flood,0,0,18,163,1,17
Southern,33,Kandahar,3306,Shahwalikot,27-04-2024,Flood / flash flood,0,0,7,49,5,2
Capital,3,Parwan,304,Bagram,28-04-2024,Flood / flash flood,0,0,8,56,0,8
Capital,3,Parwan,301,Charikar,28-04-2024,Flood / flash flood,0,0,18,126,6,12
Capital,3,Parwan,307,Ghorband,28-04-2024,Flood / flash flood,0,0,6,42,5,1
Capital,3,Parwan,302,Jabalussaraj,28-04-2024,Flood / flash flood,0,0,36,252,33,3
Capital,3,Parwan,308,Koh-e-Safi,28-04-2024,Flood / flash flood,0,0,9,63,9,0
Capital,3,Parwan,306,Salang,28-04-2024,Flood / flash flood,0,0,3,21,1,2
Capital,3,Parwan,303,Shinwari,28-04-2024,Flood / flash flood,0,0,10,70,7,3
Capital,3,Parwan,305,Saydkhel,28-04-2024,Flood / flash flood,0,0,14,98,14,0
Western,21,Ghor,2107,Pasaband,28-04-2024,Flood / flash flood,0,0,22,323,4,8
South Eastern,11,Ghazni,1101,Ghazni,28-04-2024,Flood / flash flood,0,0,5,35,5,0
Western,29,Badghis,2905,Jawand,28-04-2024,Flood / flash flood,1,1,63,188,0,0
North Eastern,17,Kunduz,1701,Kunduz,28-04-2024,Flood / flash flood,0,0,5,35,5,0
South Eastern,11,Ghazni,1109,Jaghatu,28-04-2024,Earthquake,1,4,6,42,6,0
Eastern,13,Kunar,1302,Watapur,29-04-2024,Flood / flash flood,0,0,67,403,41,18
North Eastern,9,Baghlan,911,Pul-e- Hesar,29-04-2024,Flood / flash flood,0,0,6,42,11,2
North Eastern,9,Baghlan,904,Doshi,29-04-2024,Flood / flash flood,0,0,7,49,7,0
North Eastern,9,Baghlan,909,Khwajahejran,29-04-2024,Flood / flash flood,0,2,13,91,9,4
Capital,4,Wardak,402,Jalrez,29-04-2024,Flood / flash flood,0,0,10,70,10,0
Capital,4,Wardak,405,Daymirdad,29-04-2024,Flood / flash flood,0,0,3,21,3,0
Capital,4,Wardak,409,Jaghatu,29-04-2024,Flood / flash flood,0,0,7,49,7,0
Western,21,Ghor,2102,Charsadra,29-04-2024,Flood / flash flood,0,0,190,950,3,1
North Eastern,9,Baghlan,907,Khenjan,29-04-2024,Flood / flash flood,0,0,13,91,0,0
North Eastern,9,Baghlan,902,Baghlan-e-Jadid,29-04-2024,Flood / flash flood,0,0,1,7,1,0
Western,30,Hirat,3010,Adraskan,29-04-2024,Flood / flash flood,0,0,25,168,0,0
North Eastern,15,Badakhshan,1501,Fayzabad,29-04-2024,Flood / flash flood,0,0,2,14,0,0
Eastern,13,Kunar,1306,Shigal Wa Sheltan,29-04-2024,Flood / flash flood,0,0,58,447,37,21
Eastern,13,Kunar,1313,Chapadara,29-04-2024,Flood / flash flood,0,0,165,1299,97,53
Eastern,13,Kunar,1307,Dara-e-Pech,29-04-2024,Flood / flash flood,0,0,37,409,13,24
Capital,4,Wardak,406,Chak,29-04-2024,Flood / flash flood,0,0,5,35,5,0
Capital,4,Wardak,407,Saydabad,29-04-2024,Flood / flash flood,0,0,10,70,10,0
Capital,4,Wardak,401,Maydanshahr,29-04-2024,Flood / flash flood,0,0,6,42,6,0
Eastern,13,Kunar,1307,Dara-e-Pech,29-04-2024,Flood / flash flood,0,0,7,66,4,1
Capital,4,Wardak,403,Nerkh,29-04-2024,Flood / flash flood,0,0,12,84,10,2
Capital,4,Wardak,409,Jaghatu,29-04-2024,Flood / flash flood,0,0,4,28,4,0
Capital,4,Wardak,403,Nerkh,29-04-2024,Flood / flash flood,0,0,7,49,6,1
Eastern,13,Kunar,1302,Watapur,29-04-2024,Flood / flash flood,0,0,181,1547,110,58
Capital,4,Wardak,407,Saydabad,29-04-2024,Flood / flash flood,0,0,8,54,8,0
Western,30,Hirat,3015,Shindand,29-04-2024,Flood / flash flood,0,0,8,45,0,0
North Eastern,15,Badakhshan,1510,Darayem,30-04-2024,Flood / flash flood,0,0,4,28,4,0
North Eastern,17,Kunduz,1701,Kunduz,30-04-2024,Flood / flash flood,0,0,5,35,5,0
Western,30,Hirat,3007,Karukh,30-04-2024,Flood / flash flood,0,0,11,36,2,0
Eastern,13,Kunar,1308,Chawkay,01-05-2024,Flood / flash flood,0,4,22,165,19,3
Eastern,13,Kunar,1305,Marawara,01-05-2024,Flood / flash flood,0,0,12,84,12,0
Eastern,7,Laghman,701,Mehtarlam,01-05-2024,Flood / flash flood,0,2,55,455,55,0
Eastern,7,Laghman,701,Mehtarlam,01-05-2024,Flood / flash flood,0,0,14,98,14,0
Eastern,7,Laghman,705,Dawlatshah,01-05-2024,Flood / flash flood,0,0,30,194,26,4
Eastern,7,Laghman,701,Mehtarlam,01-05-2024,Flood / flash flood,0,2,50,398,50,0
Eastern,13,Kunar,1305,Marawara,01-05-2024,Flood / flash flood,0,0,39,262,39,0
Eastern,13,Kunar,1306,Shigal Wa Sheltan,01-05-2024,Flood / flash flood,0,0,17,127,12,5
Eastern,13,Kunar,1306,Shigal Wa Sheltan,01-05-2024,Flood / flash flood,0,2,78,535,60,18
Eastern,13,Kunar,1315,Nari,01-05-2024,Flood / flash flood,1,0,30,207,28,2
Eastern,13,Kunar,1306,Shigal Wa Sheltan,01-05-2024,Flood / flash flood,0,0,14,93,14,0
Eastern,13,Kunar,1301,Asadabad,01-05-2024,Flood / flash flood,0,0,70,480,61,9
Eastern,13,Kunar,1309,Khaskunar,01-05-2024,Flood / flash flood,0,0,28,189,26,2
Eastern,13,Kunar,1314,Nurgal,01-05-2024,Flood / flash flood,2,2,14,104,10,4
Eastern,13,Kunar,1303,Narang,01-05-2024,Flood / flash flood,0,0,12,92,11,1
Eastern,13,Kunar,1313,Chapadara,01-05-2024,Flood / flash flood,0,0,4,34,3,1
North Eastern,15,Badakhshan,1501,Fayzabad,01-05-2024,Flood / flash flood,0,0,11,77,7,4
Eastern,7,Laghman,704,Alingar,01-05-2024,Flood / flash flood,0,0,5,35,5,0
North Eastern,15,Badakhshan,1510,Darayem,01-05-2024,Flood / flash flood,0,0,6,42,0,6
North Eastern,17,Kunduz,1706,Khanabad,01-05-2024,Flood / flash flood,0,0,6,42,6,0
Western,21,Ghor,2101,Chaghcharan,02-05-2024,Flood / flash flood,0,0,35,342,5,11
Western,30,Hirat,3008,Gulran,02-05-2024,Flood / flash flood,3,0,65,368,30,0
Western,30,Hirat,3002,Injil,03-05-2024,Flood / flash flood,0,0,26,132,5,0
Western,30,Hirat,3004,Zindajan,04-05-2024,Flood / flash flood,0,2,148,948,70,0
Northern,28,Faryab,2806,Qaysar,05-05-2024,Flood / flash flood,0,0,1,7,1,0
Western,30,Hirat,3003,Kushk,05-05-2024,Flood / flash flood,0,0,49,378,12,0
North Eastern,15,Badakhshan,1506,Raghestan,05-05-2024,Flood / flash flood,0,0,60,420,24,36
South Eastern,11,Ghazni,1101,Ghazni,05-05-2024,Flood / flash flood,0,0,12,84,12,0
South Eastern,11,Ghazni,1113,Jaghuri,05-05-2024,Flood / flash flood,0,0,5,35,5,0
South Eastern,11,Ghazni,1106,Dehyak,05-05-2024,Flood / flash flood,0,0,1,7,1,0
South Eastern,11,Ghazni,1119,Nawa,05-05-2024,Flood / flash flood,0,0,3,21,3,0
North Eastern,16,Takhar,1607,Farkhar,05-05-2024,Flood / flash flood,0,0,3,21,3,0
North Eastern,16,Takhar,1616,Warsaj,05-05-2024,Flood / flash flood,0,0,5,35,4,1
North Eastern,17,Kunduz,1707,Dasht-e-Archi,05-05-2024,Flood / flash flood,0,0,2,14,2,0
North Eastern,17,Kunduz,1705,Aliabad,05-05-2024,Flood / flash flood,0,0,1,7,1,0
North Eastern,17,Kunduz,1706,Khanabad,05-05-2024,Flood / flash flood,0,0,7,49,3,4
North Eastern,16,Takhar,1614,Khwajaghar,05-05-2024,Flood / flash flood,0,1,4,28,4,0
Northern,28,Faryab,2809,Bilcheragh,05-05-2024,Flood / flash flood,0,0,19,133,19,0
South Eastern,11,Ghazni,1117,Malestan,05-05-2024,Flood / flash flood,0,0,1,7,1,0
Western,29,Badghis,2905,Jawand,05-05-2024,Flood / flash flood,0,3,327,2645,187,140
Northern,28,Faryab,2802,Khwajasabzposh,05-05-2024,Flood / flash flood,0,0,12,84,12,0
Central Highland,10,Bamyan,1001,Bamyan,06-05-2024,Flood / flash flood,0,0,14,98,14,0
Central Highland,10,Bamyan,1003,Yakawlang,06-05-2024,Flood / flash flood,0,0,2,14,2,0
Central Highland,10,Bamyan,1003,Yakawlang,06-05-2024,Flood / flash flood,0,0,17,119,17,0
Central Highland,10,Bamyan,1004,Panjab,06-05-2024,Flood / flash flood,0,0,4,28,4,0
Central Highland,10,Bamyan,1007,Waras,06-05-2024,Flood / flash flood,0,0,2,14,2,0
Western,30,Hirat,3015,Shindand,08-05-2024,Flood / flash flood,0,0,2,16,0,0
Western,30,Hirat,3009,Ghoryan,09-05-2024,Flood / flash flood,0,0,8,56,8,0
Western,21,Ghor,2102,Charsadra,09-05-2024,Flood / flash flood,6,0,51,395,11,16
North Eastern,16,Takhar,1601,Taloqan,10-05-2024,Flood / flash flood,0,0,28,196,22,6
North Eastern,16,Takhar,1607,Farkhar,10-05-2024,Flood / flash flood,4,8,200,1400,93,107
North Eastern,15,Badakhshan,1505,Kohestan,10-05-2024,Flood / flash flood,0,0,20,140,14,6
North Eastern,16,Takhar,1607,Farkhar,10-05-2024,Flood / flash flood,0,0,32,224,30,2
North Eastern,15,Badakhshan,1507,Yawan,10-05-2024,Flood / flash flood,1,0,51,357,38,13
North Eastern,15,Badakhshan,1507,Yawan,10-05-2024,Landslide / mudflow,0,0,4,28,0,4
North Eastern,15,Badakhshan,1501,Fayzabad,10-05-2024,Flood / flash flood,0,0,43,301,20,23
South Eastern,12,Paktya,1203,Ahmadaba,10-05-2024,Flood / flash flood,0,0,3,21,3,0
North Eastern,15,Badakhshan,1510,Darayem,10-05-2024,Flood / flash flood,1,0,41,287,12,29
South Eastern,12,Paktya,1201,Gardez,10-05-2024,Flood / flash flood,0,0,10,70,10,0
North Eastern,16,Takhar,1608,Kalafgan,10-05-2024,Flood / flash flood,0,0,12,84,8,4
South Eastern,12,Paktya,1206,Zadran,10-05-2024,Flood / flash flood,0,0,6,42,6,0
South Eastern,12,Paktya,1210,Chamkani,10-05-2024,Flood / flash flood,0,0,5,35,5,0
South Eastern,12,Paktya,1202,Sayedkaram,10-05-2024,Flood / flash flood,0,0,3,21,3,0
North Eastern,16,Takhar,1605,Chal,10-05-2024,Flood / flash flood,6,9,155,1085,62,93
North Eastern,16,Takhar,1606,Namakab,10-05-2024,Flood / flash flood,5,0,3,21,0,3
North Eastern,9,Baghlan,901,Pul-e-Khumri,10-05-2024,Flood / flash flood,14,4,95,665,86,9
North Eastern,9,Baghlan,904,Doshi,10-05-2024,Flood / flash flood,0,0,8,56,5,3
Western,30,Hirat,3016,Chisht-e-Sharif,10-05-2024,Flood / flash flood,0,0,81,715,10,63
Northern,18,Balkh,1809,Khulm,10-05-2024,Flood / flash flood,1,0,6,42,6,0
Northern,19,Samangan,1901,Aybak,10-05-2024,Flood / flash flood,0,0,68,476,58,10
Northern,19,Samangan,1907,Ruy-e-Duab,10-05-2024,Flood / flash flood,0,0,2,14,2,0
Northern,19,Samangan,1906,Khuram Wa Sarbagh,10-05-2024,Flood / flash flood,1,0,37,259,22,15
North Eastern,15,Badakhshan,1509,Teshkan,10-05-2024,Flood / flash flood,1,2,77,539,0,77
North Eastern,15,Badakhshan,1519,Tagab,10-05-2024,Flood / flash flood,0,0,36,252,10,26
North Eastern,15,Badakhshan,1517,Khwahan,10-05-2024,Flood / flash flood,0,0,25,175,25,0
North Eastern,15,Badakhshan,1516,Kofab,10-05-2024,Flood / flash flood,0,0,15,105,15,0
North Eastern,15,Badakhshan,1525,Shaki,10-05-2024,Flood / flash flood,0,0,6,42,6,0
North Eastern,9,Baghlan,914,Guzargah-e-Nur,10-05-2024,Flood / flash flood,5,11,238,1666,0,238
North Eastern,9,Baghlan,905,Nahrin,10-05-2024,Flood / flash flood,0,0,13,91,12,1
North Eastern,15,Badakhshan,1515,Darwaz-e-Balla,10-05-2024,Flood / flash flood,0,0,10,70,10,0
North Eastern,9,Baghlan,911,Pul-e- Hesar,10-05-2024,Flood / flash flood,0,0,33,231,3,28
North Eastern,9,Baghlan,912,Dehsalah,10-05-2024,Flood / flash flood,0,0,4,28,3,1
North Eastern,9,Baghlan,903,Dahana-e-Ghori,10-05-2024,Flood / flash flood,1,1,14,98,3,11
North Eastern,9,Baghlan,910,Burka,10-05-2024,Flood / flash flood,59,89,560,3920,311,249
North Eastern,9,Baghlan,906,Tala Wa Barfak,10-05-2024,Flood / flash flood,0,0,8,56,5,3
North Eastern,9,Baghlan,902,Baghlan-e-Jadid,10-05-2024,Flood / flash flood,33,20,730,5110,486,244
North Eastern,9,Baghlan,909,Khwajahejran,10-05-2024,Flood / flash flood,3,0,22,154,20,2
North Eastern,15,Badakhshan,1509,Teshkan,11-05-2024,Flood / flash flood,0,0,126,882,59,67
Northern,20,Sar-e-Pul,2003,Kohestanat,16-05-2024,Flood / flash flood,0,0,39,273,0,5
Northern,20,Sar-e-Pul,2006,Balkhab,16-05-2024,Flood / flash flood,3,0,81,513,85,8
North Eastern,15,Badakhshan,1501,Fayzabad,16-05-2024,Flood / flash flood,0,0,26,182,19,7
North Eastern,9,Baghlan,909,Khwajahejran,16-05-2024,Flood / flash flood,0,0,22,154,20,2
North Eastern,9,Baghlan,904,Doshi,16-05-2024,Flood / flash flood,0,0,15,105,0,15
North Eastern,15,Badakhshan,1519,Tagab,17-05-2024,Flood / flash flood,0,0,24,168,14,10
Western,30,Hirat,3007,Karukh,17-05-2024,Flood / flash flood,0,0,31,217,31,0
Western,21,Ghor,2101,Chaghcharan,17-05-2024,Flood / flash flood,33,100,2107,16008,1192,869
Western,21,Ghor,2105,Shahrak,17-05-2024,Flood / flash flood,0,0,1,5,0,1
Western,21,Ghor,2104,Dawlatyar,17-05-2024,Flood / flash flood,0,0,10,101,4,6
Western,21,Ghor,2101,Chaghcharan,17-05-2024,Flood / flash flood,0,0,169,1361,142,10
Western,29,Badghis,2902,Muqur,17-05-2024,Flood / flash flood,0,0,1,3,0,1
Western,29,Badghis,2903,Abkamari,17-05-2024,Flood / flash flood,0,0,43,303,28,15
Western,29,Badghis,2904,Qadis,17-05-2024,Flood / flash flood,0,0,219,1623,177,26
Western,29,Badghis,2906,Balamurghab,17-05-2024,Flood / flash flood,0,0,164,1205,128,29
Western,21,Ghor,2103,DoLayna,17-05-2024,Flood / flash flood,7,5,221,2000,165,39
Western,21,Ghor,2104,Dawlatyar,17-05-2024,Flood / flash flood,6,5,407,2849,307,76
Western,21,Ghor,2109,Tolak,17-05-2024,Flood / flash flood,3,1,74,541,52,9
Western,21,Ghor,2105,Shahrak,17-05-2024,Flood / flash flood,17,31,914,8796,288,148
Western,30,Hirat,3016,Chisht-e-Sharif,17-05-2024,Flood / flash flood,0,0,13,103,13,0
Western,29,Badghis,2901,Qala-e-Naw,17-05-2024,Flood / flash flood,0,0,2,14,0,1
North Eastern,15,Badakhshan,1510,Darayem,17-05-2024,Flood / flash flood,0,0,71,497,36,35
North Eastern,15,Badakhshan,1509,Teshkan,17-05-2024,Flood / flash flood,0,0,126,882,69,57
North Eastern,9,Baghlan,912,Dehsalah,17-05-2024,Flood / flash flood,0,0,48,336,0,48
Northern,28,Faryab,2803,Pashtunkot,17-05-2024,Flood / flash flood,2,0,42,294,29,13
Northern,28,Faryab,2805,Almar,17-05-2024,Flood / flash flood,15,2,97,679,47,50
